aes-ecb-128;Round Number; Encryption Duration; Decryption Duration
;22099;2;1
;22100;2;2
;22101;2;2
;22102;1;1
;22103;1;1
;22104;1;2
;22105;2;2
;22106;2;1
;22107;2;2
;22108;1;1
;22109;1;1
;22110;1;1
;22111;2;1
;22112;2;1
;22113;1;1
;22114;1;1
;22115;1;1
;22116;2;1
;22117;2;1
;22118;2;1
;22119;1;1
;22120;1;2
;22121;1;1
;22122;1;1
;22123;1;1
;22124;1;1
;22125;1;1
;22126;1;1
;22127;1;2
;22128;1;1
;22129;1;1
;22130;1;1
;22131;1;1
;22132;1;1
;22133;1;1
;22134;1;1
;22135;1;1
;22136;1;1
;22137;1;1
;22138;1;1
;22139;1;1
;22140;1;2
;22141;1;1
;22142;1;1
;22143;1;1
;22144;1;1
;22145;1;1
;22146;1;1
;22147;1;1
;22148;1;1
;22149;2;2
;22150;1;1
;22151;1;2
;22152;1;1
;22153;1;2
;22154;1;1
;22155;1;2
;22156;1;1
;22157;1;1
;22158;2;1
;22159;1;1
;22160;1;1
;22161;1;1
;22162;1;1
;22163;2;1
;22164;1;2
;22165;2;1
;22166;1;2
;22167;1;1
;22168;1;1
;22169;1;2
;22170;2;1
;22171;1;1
;22172;2;1
;22173;1;1
;22174;2;2
;22175;1;2
;22176;1;1
;22177;1;2
;22178;1;2
;22179;1;1
;22180;1;1
;22181;1;1
;22182;1;1
;22183;1;1
;22184;1;1
;22185;1;1
;22186;2;1
;22187;1;1
;22188;1;1
;22189;1;1
;22190;1;1
;22191;1;1
;22192;1;1
;22193;1;3
;22194;1;1
;22195;1;2
;22196;1;2
;22197;2;1
;22198;2;2
;22199;1;1
;22200;1;3
;22201;1;1
;22202;1;2
;22203;1;2
;22204;1;1
;22205;1;1
;22206;2;1
;22207;1;1
;22208;1;3
;22209;2;1
;22210;2;4
;22211;1;2
;22212;2;2
;22213;2;1
;22214;1;2
;22215;1;2
;22216;1;1
;22217;1;1
;22218;2;1
;22219;1;2
;22220;2;1
;22221;2;1
;22222;3;2
;22223;2;2
;22224;1;1
;22225;2;1
;22226;1;2
;22227;1;2
;22228;1;2
;22229;2;2
;22230;1;1
;22231;1;1
;22232;1;2
;22233;1;1
;22234;2;1
;22235;1;1
;22236;1;1
;22237;1;2
;22238;2;1
;22239;1;1
;22240;1;1
;22241;1;1
;22242;1;1
;22243;2;1
;22244;1;1
;22245;1;1
;22246;1;1
;22247;2;1
;22248;1;1
;22249;2;1
;22250;1;1
;22251;1;1
;22252;1;2
;22253;2;1
;22254;1;1
;22255;1;1
;22256;2;1
;22257;2;1
;22258;1;2
;22259;1;2
;22260;2;1
;22261;1;1
;22262;1;1
;22263;1;2
;22264;1;1
;22265;1;1
;22266;2;1
;22267;1;1
;22268;2;1
;22269;1;1
;22270;2;1
;22271;1;2
;22272;1;2
;22273;2;2
;22274;1;1
;22275;1;2
;22276;1;2
;22277;2;1
;22278;1;1
;22279;1;2
;22280;1;1
;22281;1;2
;22282;1;2
;22283;1;2
;22284;1;2
;22285;1;2
;22286;1;1
;22287;1;1
;22288;1;2
;22289;2;2
;22290;2;1
;22291;1;1
;22292;1;2
;22293;1;2
;22294;1;2
;22295;2;2
;22296;2;1
;22297;1;2
;22298;2;1
;22299;1;1
;22300;1;1
;22301;1;1
;22302;1;2
;22303;1;2
;22304;1;1
;22305;2;2
;22306;1;2
;22307;1;2
;22308;2;1
;22309;1;2
;22310;1;1
;22311;1;2
;22312;1;2
;22313;1;2
;22314;1;1
;22315;1;1
;22316;1;2
;22317;2;1
;22318;1;1
;22319;1;2
;22320;1;1
;22321;1;1
;22322;1;1
;22323;1;1
;22324;1;1
;22325;1;1
;22326;1;1
;22327;1;2
;22328;2;2
;22329;1;1
;22330;1;1
;22331;1;1
;22332;1;1
;22333;1;1
;22334;1;1
;22335;1;1
;22336;1;1
;22337;1;1
;22338;1;1
;22339;1;1
;22340;1;1
;22341;1;1
;22342;1;1
;22343;1;1
;22344;1;1
;22345;1;1
;22346;1;1
;22347;1;1
;22348;1;1
;22349;1;2
;22350;1;1
;22351;1;2
;22352;1;2
;22353;1;1
;22354;1;1
;22355;1;2
;22356;1;1
;22357;1;1
;22358;1;1
;22359;1;2
;22360;1;1
;22361;1;1
;22362;1;2
;22363;2;1
;22364;1;1
;22365;1;1
;22366;1;1
;22367;1;2
;22368;1;1
;22369;1;1
;22370;1;1
;22371;1;1
;22372;1;1
;22373;75;1
;22374;1;1
;22375;2;1
;22376;1;2
;22377;1;1
;22378;2;2
;22379;2;2
;22380;2;2
;22381;1;1
;22382;1;1
;22383;1;1
;22384;1;2
;22385;1;1
;22386;1;1
;22387;1;1
;22388;1;1
;22389;1;2
;22390;1;1
;22391;2;1
;22392;1;1
;22393;1;1
;22394;1;1
;22395;1;1
;22396;1;1
;22397;1;1
;22398;1;2
;22399;1;1
;22400;1;1
;22401;1;1
;22402;1;1
;22403;1;1
;22404;1;1
;22405;1;1
;22406;1;1
;22407;1;1
;22408;1;2
;22409;1;1
;22410;1;2
;22411;1;1
;22412;2;1
;22413;1;2
;22414;2;1
;22415;1;1
;22416;1;2
;22417;2;2
;22418;2;1
;22419;1;1
;22420;1;2
;22421;1;1
;22422;1;2
;22423;1;1
;22424;1;1
;22425;1;1
;22426;1;1
;22427;1;2
;22428;1;1
;22429;1;2
;22430;1;1
;22431;1;1
;22432;1;1
;22433;1;1
;22434;1;1
;22435;2;1
;22436;1;1
;22437;2;1
;22438;1;1
;22439;1;1
;22440;2;2
;22441;1;1
;22442;1;1
;22443;1;1
;22444;2;1
;22445;1;1
;22446;1;1
;22447;1;1
;22448;1;2
;22449;1;1
;22450;1;1
;22451;22;1
;22452;1;1
;22453;1;2
;22454;1;2
;22455;1;2
;22456;1;1
;22457;1;2
;22458;2;2
;22459;2;1
;22460;1;2
;22461;1;1
;22462;1;1
;22463;2;1
;22464;2;1
;22465;1;2
;22466;1;2
;22467;1;2
;22468;1;2
;22469;2;1
;22470;2;1
;22471;1;2
;22472;2;2
;22473;1;1
;22474;2;2
;22475;1;1
;22476;1;2
;22477;1;1
;22478;2;2
;22479;1;2
;22480;1;2
;22481;2;2
;22482;1;1
;22483;1;1
;22484;1;1
;22485;1;2
;22486;1;1
;22487;1;1
;22488;1;1
;22489;1;1
;22490;1;2
;22491;1;1
;22492;2;2
;22493;2;1
;22494;1;1
;22495;1;1
;22496;2;1
;22497;1;1
;22498;1;2
;22499;1;2
;22500;1;2
;22501;2;2
;22502;1;1
;22503;1;1
;22504;2;2
;22505;2;2
;22506;2;1
;22507;1;2
;22508;2;1
;22509;2;2
;22510;1;1
;22511;1;2
;22512;1;1
;22513;1;1
;22514;2;1
;22515;1;1
;22516;2;1
;22517;1;2
;22518;1;2
;22519;1;1
;22520;2;1
;22521;1;1
;22522;1;1
;22523;1;1
;22524;1;2
;22525;1;2
;22526;1;2
;22527;2;2
;22528;1;1
;22529;1;1
;22530;1;2
;22531;1;1
;22532;1;1
;22533;1;1
;22534;1;2
;22535;1;1
;22536;1;1
;22537;1;2
;22538;2;1
;22539;1;1
;22540;1;2
;22541;1;1
;22542;1;1
;22543;1;1
;22544;1;1
;22545;2;1
;22546;1;1
;22547;1;1
;22548;1;1
;22549;1;1
;22550;2;2
;22551;1;2
;22552;2;2
;22553;1;1
;22554;1;1
;22555;1;2
;22556;1;2
;22557;1;2
;22558;1;2
;22559;1;1
;22560;1;1
;22561;1;1
;22562;1;1
;22563;1;2
;22564;2;2
;22565;1;2
;22566;2;1
;22567;2;2
;22568;1;1
;22569;2;1
;22570;1;2
;22571;1;1
;22572;1;1
;22573;1;2
;22574;2;1
;22575;2;1
;22576;1;1
;22577;1;2
;22578;1;1
;22579;1;1
;22580;1;1
;22581;2;2
;22582;2;2
;22583;1;1
;22584;1;2
;22585;1;1
;22586;2;1
;22587;1;1
;22588;1;1
;22589;1;1
;22590;1;1
;22591;1;1
;22592;1;1
;22593;1;1
;22594;1;1
;22595;1;1
;22596;2;1
;22597;1;1
;22598;1;1
;22599;1;1
;22600;1;1
;22601;1;1
;22602;1;2
;22603;1;1
;22604;1;1
;22605;1;1
;22606;1;1
;22607;1;1
;22608;2;1
;22609;2;1
;22610;2;2
;22611;1;2
;22612;1;1
;22613;1;1
;22614;1;2
;22615;2;1
;22616;1;2
;22617;1;1
;22618;1;1
;22619;1;2
;22620;1;1
;22621;1;2
;22622;1;1
;22623;1;2
;22624;1;1
;22625;2;2
;22626;1;1
;22627;2;1
;22628;1;1
;22629;1;2
;22630;1;2
;22631;1;2
;22632;1;1
;22633;1;1
;22634;2;2
;22635;1;1
;22636;1;1
;22637;1;1
;22638;1;1
;22639;1;1
;22640;1;1
;22641;1;1
;22642;1;1
;22643;1;1
;22644;1;1
;22645;1;1
;22646;1;2
;22647;1;1
;22648;1;1
;22649;1;1
;22650;1;1
;22651;1;1
;22652;1;1
;22653;1;1
;22654;1;1
;22655;1;1
;22656;1;1
;22657;1;1
;22658;1;2
;22659;2;2
;22660;1;1
;22661;1;1
;22662;1;1
;22663;1;1
;22664;2;2
;22665;1;1
;22666;1;1
;22667;1;2
;22668;1;1
;22669;2;2
;22670;2;2
;22671;1;1
;22672;2;1
;22673;1;1
;22674;1;1
;22675;2;1
;22676;1;1
;22677;1;2
;22678;2;1
;22679;1;1
;22680;1;1
;22681;1;2
;22682;1;2
;22683;1;1
;22684;2;2
;22685;1;1
;22686;2;1
;22687;1;2
;22688;2;1
;22689;2;1
;22690;1;2
;22691;1;1
;22692;1;1
;22693;1;1
;22694;2;1
;22695;1;1
;22696;2;2
;22697;1;1
;22698;1;1
;22699;1;1
;22700;1;2
;22701;1;2
;22702;2;1
;22703;1;1
;22704;2;2
;22705;2;2
;22706;2;2
;22707;2;2
;22708;1;2
;22709;1;2
;22710;1;1
;22711;2;2
;22712;1;1
;22713;2;2
;22714;1;1
;22715;2;1
;22716;1;1
;22717;1;2
;22718;2;1
;22719;1;1
;22720;1;2
;22721;1;1
;22722;1;1
;22723;2;2
;22724;1;2
;22725;2;1
;22726;2;1
;22727;2;2
;22728;1;1
;22729;1;2
;22730;1;2
;22731;1;1
;22732;1;1
;22733;1;2
;22734;1;1
;22735;1;2
;22736;1;1
;22737;1;2
;22738;1;2
;22739;1;1
;22740;1;2
;22741;2;1
;22742;2;2
;22743;1;1
;22744;1;2
;22745;1;1
;22746;1;1
;22747;2;1
;22748;1;2
;22749;2;2
;22750;1;2
;22751;1;2
;22752;2;2
;22753;1;2
;22754;1;1
;22755;1;1
;22756;2;1
;22757;2;1
;22758;1;1
;22759;2;1
;22760;1;1
;22761;1;2
;22762;1;1
;22763;1;1
;22764;1;2
;22765;1;2
;22766;1;1
;22767;1;2
;22768;1;1
;22769;2;1
;22770;1;1
;22771;1;1
;22772;1;1
;22773;1;1
;22774;2;1
;22775;1;1
;22776;2;1
;22777;1;1
;22778;1;2
;22779;1;1
;22780;1;1
;22781;2;2
;22782;1;1
;22783;1;2
;22784;1;1
;22785;1;1
;22786;1;2
;22787;1;1
;22788;2;1
;22789;1;1
;22790;2;1
;22791;2;1
;22792;1;1
;22793;1;1
;22794;1;1
;22795;1;1
;22796;1;1
;22797;1;1
;22798;1;1
;22799;2;2
;22800;1;1
;22801;1;2
;22802;2;1
;22803;1;1
;22804;1;2
;22805;1;1
;22806;1;1
;22807;1;1
;22808;1;1
;22809;1;2
;22810;2;2
;22811;2;1
;22812;2;1
;22813;1;2
;22814;1;1
;22815;2;2
;22816;1;2
;22817;2;1
;22818;1;2
;22819;2;2
;22820;1;1
;22821;2;2
;22822;1;1
;22823;1;1
;22824;2;1
;22825;1;1
;22826;1;1
;22827;1;1
;22828;1;1
;22829;1;1
;22830;1;1
;22831;1;1
;22832;1;25
;22833;1;1
;22834;1;2
;22835;1;2
;22836;1;1
;22837;1;22
;22838;2;1
;22839;2;2
;22840;1;1
;22841;1;1
;22842;1;2
;22843;1;2
;22844;1;1
;22845;1;1
;22846;1;2
;22847;1;2
;22848;1;1
;22849;1;2
;22850;1;2
;22851;1;1
;22852;2;2
;22853;1;2
;22854;2;2
;22855;2;2
;22856;1;2
;22857;2;1
;22858;1;2
;22859;1;1
;22860;1;1
;22861;2;1
;22862;1;1
;22863;1;1
;22864;1;2
;22865;1;2
;22866;1;1
;22867;1;1
;22868;2;1
;22869;1;1
;22870;1;1
;22871;1;1
;22872;1;2
;22873;1;1
;22874;1;1
;22875;1;2
;22876;1;2
;22877;1;1
;22878;2;2
;22879;2;2
;22880;1;2
;22881;1;1
;22882;2;2
;22883;1;1
;22884;1;1
;22885;1;2
;22886;2;2
;22887;1;2
;22888;1;1
;22889;1;2
;22890;1;2
;22891;1;1
;22892;1;1
;22893;1;1
;22894;1;1
;22895;2;1
;22896;2;2
;22897;1;1
;22898;2;2
;22899;1;2
;22900;2;2
;22901;2;2
;22902;2;2
;22903;1;1
;22904;2;1
;22905;1;1
;22906;1;1
;22907;1;1
;22908;2;2
;22909;1;1
;22910;1;1
;22911;1;1
;22912;1;1
;22913;1;1
;22914;2;1
;22915;2;1
;22916;2;2
;22917;1;1
;22918;1;1
;22919;1;1
;22920;2;1
;22921;2;2
;22922;1;1
;22923;1;1
;22924;2;1
;22925;2;2
;22926;1;1
;22927;1;2
;22928;1;1
;22929;1;1
;22930;1;1
;22931;1;2
;22932;1;2
;22933;2;2
;22934;1;1
;22935;1;2
;22936;1;1
;22937;1;2
;22938;1;2
;22939;2;1
;22940;2;1
;22941;1;1
;22942;1;1
;22943;1;1
;22944;1;1
;22945;1;1
;22946;2;2
;22947;1;1
;22948;1;1
;22949;1;1
;22950;1;2
;22951;1;2
;22952;1;1
;22953;2;1
;22954;1;1
;22955;1;1
;22956;1;1
;22957;1;1
;22958;2;1
;22959;1;1
;22960;1;1
;22961;2;2
;22962;1;1
;22963;1;1
;22964;1;2
;22965;1;1
;22966;1;1
;22967;1;2
;22968;1;1
;22969;1;1
;22970;1;1
;22971;1;1
;22972;1;1
;22973;1;1
;22974;2;2
;22975;1;1
;22976;1;1
;22977;1;1
;22978;1;2
;22979;1;1
;22980;2;1
;22981;1;1
;22982;1;2
;22983;2;1
;22984;1;1
;22985;1;1
;22986;2;1
;22987;1;1
;22988;1;2
;22989;1;1
;22990;1;1
;22991;1;1
;22992;2;1
;22993;1;2
;22994;2;2
;22995;2;1
;22996;2;2
;22997;1;2
;22998;1;1
;22999;2;1
;23000;2;2
;23001;1;1
;23002;1;1
;23003;1;26
;23004;1;1
;23005;2;1
;23006;1;1
;23007;1;2
;23008;1;1
;23009;1;2
;23010;1;2
;23011;1;2
;23012;1;2
;23013;1;1
;23014;1;2
;23015;1;2
;23016;1;1
;23017;1;2
;23018;1;2
;23019;1;1
;23020;2;1
;23021;1;1
;23022;1;1
;23023;1;1
;23024;1;1
;23025;1;2
;23026;1;1
;23027;1;1
;23028;1;2
;23029;1;2
;23030;1;1
;23031;1;1
;23032;1;2
;23033;1;2
;23034;1;2
;23035;1;2
;23036;1;1
;23037;1;2
;23038;2;2
;23039;1;2
;23040;1;1
;23041;2;2
;23042;1;2
;23043;1;2
;23044;1;1
;23045;2;2
;23046;1;1
;23047;2;2
;23048;2;2
;23049;1;1
;23050;1;1
;23051;1;2
;23052;1;1
;23053;1;1
;23054;1;1
;23055;1;1
;23056;1;1
;23057;1;1
;23058;1;2
;23059;2;2
;23060;1;1
;23061;2;2
;23062;1;1
;23063;1;1
;23064;1;1
;23065;1;2
;23066;2;1
;23067;1;1
;23068;2;2
;23069;1;2
;23070;1;1
;23071;1;1
;23072;1;2
;23073;1;1
;23074;2;2
;23075;1;2
;23076;1;1
;23077;1;1
;23078;2;1
;23079;2;2
;23080;1;1
;23081;1;1
;23082;2;1
;23083;1;1
;23084;1;1
;23085;1;1
;23086;1;1
;23087;2;1
;23088;1;2
;23089;2;1
;23090;1;1
;23091;2;1
;23092;1;2
;23093;2;2
;23094;1;1
;23095;2;1
;23096;1;1
;23097;1;1
;23098;2;1
;23099;1;1
;23100;2;1
;23101;1;1
;23102;2;2
;23103;2;1
;23104;1;2
;23105;2;1
;23106;2;1
;23107;1;1
;23108;1;1
;23109;1;2
;23110;2;2
;23111;2;2
;23112;2;2
;23113;1;2
;23114;2;1
;23115;1;1
;23116;1;1
;23117;2;2
;23118;2;1
;23119;1;1
;23120;1;1
;23121;1;2
;23122;1;2
;23123;1;1
;23124;2;1
;23125;1;1
;23126;1;1
;23127;1;1
;23128;1;2
;23129;1;2
;23130;1;2
;23131;2;2
;23132;1;2
;23133;1;2
;23134;1;1
;23135;2;2
;23136;1;2
;23137;1;1
;23138;1;1
;23139;2;1
;23140;2;1
;23141;1;1
;23142;1;1
;23143;1;1
;23144;2;2
;23145;1;2
;23146;1;1
;23147;2;2
;23148;1;1
;23149;2;1
;23150;1;2
;23151;2;1
;23152;2;1
;23153;1;1
;23154;2;1
;23155;1;1
;23156;1;1
;23157;1;1
;23158;1;1
;23159;1;2
;23160;1;2
;23161;2;2
;23162;2;2
;23163;1;1
;23164;1;2
;23165;1;2
;23166;2;2
;23167;2;1
;23168;1;1
;23169;1;1
;23170;1;1
;23171;1;1
;23172;1;1
;23173;1;1
;23174;1;2
;23175;1;1
;23176;1;1
;23177;1;2
;23178;1;1
;23179;1;1
;23180;2;2
;23181;1;1
;23182;1;1
;23183;2;1
;23184;1;1
;23185;1;1
;23186;1;1
;23187;1;1
;23188;1;2
;23189;1;2
;23190;1;1
;23191;1;2
;23192;2;2
;23193;1;2
;23194;1;2
;23195;1;2
;23196;1;1
;23197;2;1
;23198;1;1
;23199;2;1
;23200;1;1
;23201;1;1
;23202;1;2
;23203;2;1
;23204;1;1
;23205;1;1
;23206;17;2
;23207;1;2
;23208;2;1
;23209;1;2
;23210;1;1
;23211;2;1
;23212;1;2
;23213;1;1
;23214;1;1
;23215;1;2
;23216;1;2
;23217;1;1
;23218;1;1
;23219;1;2
;23220;1;2
;23221;1;1
;23222;1;2
;23223;1;1
;23224;1;1
;23225;2;2
;23226;1;1
;23227;1;2
;23228;1;2
;23229;1;2
;23230;1;2
;23231;2;1
;23232;1;1
;23233;2;2
;23234;2;1
;23235;2;2
;23236;1;1
;23237;2;1
;23238;1;2
;23239;2;1
;23240;1;2
;23241;1;1
;23242;1;2
;23243;1;2
;23244;1;1
;23245;1;2
;23246;1;1
;23247;1;1
;23248;1;1
;23249;1;1
;23250;1;3
;23251;1;1
;23252;2;2
;23253;1;1
;23254;1;1
;23255;1;1
;23256;1;1
;23257;1;2
;23258;1;2
;23259;1;1
;23260;2;2
;23261;1;1
;23262;2;1
;23263;1;1
;23264;2;1
;23265;2;2
;23266;1;1
;23267;1;2
;23268;1;2
;23269;1;2
;23270;1;1
;23271;1;1
;23272;1;2
;23273;1;1
;23274;1;1
;23275;1;2
;23276;1;2
;23277;1;1
;23278;1;1
;23279;1;1
;23280;1;1
;23281;1;2
;23282;1;1
;23283;1;2
;23284;1;1
;23285;1;1
;23286;2;1
;23287;1;1
;23288;1;2
;23289;1;2
;23290;1;1
;23291;1;1
;23292;1;1
;23293;1;2
;23294;1;2
;23295;2;1
;23296;1;1
;23297;1;1
;23298;2;1
;23299;1;1
;23300;1;2
;23301;1;1
;23302;1;1
;23303;2;1
;23304;2;2
;23305;1;2
;23306;1;2
;23307;2;1
;23308;2;2
;23309;2;2
;23310;1;2
;23311;1;1
;23312;1;1
;23313;1;1
;23314;1;1
;23315;1;1
;23316;1;1
;23317;1;1
;23318;1;1
;23319;1;1
;23320;1;1
;23321;1;2
;23322;1;2
;23323;2;1
;23324;1;1
;23325;1;1
;23326;1;2
;23327;1;1
;23328;2;2
;23329;1;1
;23330;1;1
;23331;1;1
;23332;2;1
;23333;1;2
;23334;1;2
;23335;1;2
;23336;2;1
;23337;1;1
;23338;1;1
;23339;1;1
;23340;2;2
;23341;1;1
;23342;1;2
;23343;1;2
;23344;1;2
;23345;1;2
;23346;2;1
;23347;2;1
;23348;1;1
;23349;1;1
;23350;2;1
;23351;1;1
;23352;2;2
;23353;1;2
;23354;1;1
;23355;1;1
;23356;2;1
;23357;1;1
;23358;1;2
;23359;2;1
;23360;2;2
;23361;2;1
;23362;1;1
;23363;1;2
;23364;1;1
;23365;2;1
;23366;2;2
;23367;1;1
;23368;1;1
;23369;1;2
;23370;1;2
;23371;1;1
;23372;1;1
;23373;1;1
;23374;1;1
;23375;1;2
;23376;20;2
;23377;1;1
;23378;1;1
;23379;1;1
;23380;1;1
;23381;1;2
;23382;1;1
;23383;1;1
;23384;2;2
;23385;1;1
;23386;1;2
;23387;1;2
;23388;1;1
;23389;2;1
;23390;1;1
;23391;1;2
;23392;1;1
;23393;1;1
;23394;2;1
;23395;1;2
;23396;1;1
;23397;1;1
;23398;2;1
;23399;1;2
;23400;1;1
;23401;1;2
;23402;1;1
;23403;1;1
;23404;1;2
;23405;1;2
;23406;1;1
;23407;1;1
;23408;1;1
;23409;2;1
;23410;1;2
;23411;1;1
;23412;1;1
;23413;1;2
;23414;1;2
;23415;2;2
;23416;1;1
;23417;1;2
;23418;1;1
;23419;1;1
;23420;1;1
;23421;1;1
;23422;1;1
;23423;1;1
;23424;2;2
;23425;1;2
;23426;1;2
;23427;1;1
;23428;1;2
;23429;1;1
;23430;1;2
;23431;1;2
;23432;1;1
;23433;2;1
;23434;1;2
;23435;1;2
;23436;1;1
;23437;1;1
;23438;2;1
;23439;1;1
;23440;2;1
;23441;2;2
;23442;1;1
;23443;2;1
;23444;1;1
;23445;1;2
;23446;1;1
;23447;2;1
;23448;2;1
;23449;1;2
;23450;1;2
;23451;1;2
;23452;1;1
;23453;1;1
;23454;2;1
;23455;1;1
;23456;1;1
;23457;1;1
;23458;1;1
;23459;1;2
;23460;1;2
;23461;1;2
;23462;1;2
;23463;1;2
;23464;1;1
;23465;2;1
;23466;2;1
;23467;2;2
;23468;1;1
;23469;1;2
;23470;1;1
;23471;1;2
;23472;1;1
;23473;1;1
;23474;1;2
;23475;2;1
;23476;1;2
;23477;2;1
;23478;1;2
;23479;1;1
;23480;1;2
;23481;1;2
;23482;1;1
;23483;1;2
;23484;1;1
;23485;1;1
;23486;1;1
;23487;1;1
;23488;1;1
;23489;1;2
;23490;2;1
;23491;2;1
;23492;2;1
;23493;1;1
;23494;1;1
;23495;1;2
;23496;1;1
;23497;1;1
;23498;1;1
;23499;2;2
;23500;1;1
;23501;1;2
;23502;1;2
;23503;1;1
;23504;1;1
;23505;1;1
;23506;1;2
;23507;1;1
;23508;1;1
;23509;1;1
;23510;1;1
;23511;1;1
;23512;1;2
;23513;1;2
;23514;1;2
;23515;2;2
;23516;1;1
;23517;1;1
;23518;1;2
;23519;1;2
;23520;1;1
;23521;2;2
;23522;1;1
;23523;1;2
;23524;1;2
;23525;1;1
;23526;1;2
;23527;1;1
;23528;2;1
;23529;1;1
;23530;2;2
;23531;2;2
;23532;1;2
;23533;1;1
;23534;1;1
;23535;1;1
;23536;1;1
;23537;2;1
;23538;1;1
;23539;1;1
;23540;1;1
;23541;1;1
;23542;1;2
;23543;2;1
;23544;1;2
;23545;1;2
;23546;1;2
;23547;1;2
;23548;1;1
;23549;1;2
;23550;2;2
;23551;2;2
;23552;2;1
;23553;1;1
;23554;1;2
;23555;1;1
;23556;2;2
;23557;2;1
;23558;1;2
;23559;1;2
;23560;2;1
;23561;1;2
;23562;1;2
;23563;1;2
;23564;1;2
;23565;1;2
;23566;2;2
;23567;1;2
;23568;1;1
;23569;2;1
;23570;1;1
;23571;1;1
;23572;2;1
;23573;1;1
;23574;1;2
;23575;1;1
;23576;1;2
;23577;1;1
;23578;1;1
;23579;2;1
;23580;1;1
;23581;2;2
;23582;1;1
;23583;1;2
;23584;1;1
;23585;2;2
;23586;1;1
;23587;1;1
;23588;1;2
;23589;2;1
;23590;2;1
;23591;2;1
;23592;1;1
;23593;1;2
;23594;2;1
;23595;2;1
;23596;2;2
;23597;1;1
;23598;1;1
;23599;1;1
;23600;1;1
;23601;1;1
;23602;1;1
;23603;1;1
;23604;1;2
;23605;1;1
;23606;1;1
;23607;1;2
;23608;1;1
;23609;2;1
;23610;1;1
;23611;1;2
;23612;2;2
;23613;1;1
;23614;1;1
;23615;1;1
;23616;1;2
;23617;1;1
;23618;1;1
;23619;1;1
;23620;1;1
;23621;1;1
;23622;1;2
;23623;2;1
;23624;1;1
;23625;1;1
;23626;2;1
;23627;1;2
;23628;1;1
;23629;1;2
;23630;1;1
;23631;2;2
;23632;1;2
;23633;1;2
;23634;1;1
;23635;1;1
;23636;1;2
;23637;1;2
;23638;1;2
;23639;1;2
;23640;1;2
;23641;1;1
;23642;1;1
;23643;1;1
;23644;1;1
;23645;1;1
;23646;2;2
;23647;1;1
;23648;1;1
;23649;1;2
;23650;1;1
;23651;1;2
;23652;1;2
;23653;1;1
;23654;2;2
;23655;2;1
;23656;1;1
;23657;1;1
;23658;2;2
;23659;1;2
;23660;1;3
;23661;1;2
;23662;2;2
;23663;1;2
;23664;1;1
;23665;1;1
;23666;2;1
;23667;2;2
;23668;1;1
;23669;1;2
;23670;1;1
;23671;1;1
;23672;1;2
;23673;1;2
;23674;1;1
;23675;1;2
;23676;1;1
;23677;1;1
;23678;1;1
;23679;1;1
;23680;1;1
;23681;1;2
;23682;2;2
;23683;1;1
;23684;2;1
;23685;1;2
;23686;1;1
;23687;1;2
;23688;1;1
;23689;2;1
;23690;1;2
;23691;1;1
;23692;1;1
;23693;1;1
;23694;1;1
;23695;1;1
;23696;2;2
;23697;1;1
;23698;1;1
;23699;1;1
;23700;1;2
;23701;1;1
;23702;1;2
;23703;1;1
;23704;1;1
;23705;2;1
;23706;1;1
;23707;1;2
;23708;2;1
;23709;1;1
;23710;2;2
;23711;1;2
;23712;1;2
;23713;1;1
;23714;1;1
;23715;1;2
;23716;1;1
;23717;1;2
;23718;1;2
;23719;1;2
;23720;2;2
;23721;1;1
;23722;1;1
;23723;1;2
;23724;1;2
;23725;1;2
;23726;1;1
;23727;2;1
;23728;1;1
;23729;1;1
;23730;1;1
;23731;1;1
;23732;1;1
;23733;1;1
;23734;1;1
;23735;1;1
;23736;1;2
;23737;1;1
;23738;1;2
;23739;1;1
;23740;2;2
;23741;58;1
;23742;2;2
;23743;1;1
;23744;2;2
;23745;1;1
;23746;1;2
;23747;1;2
;23748;1;2
;23749;1;1
;23750;2;1
;23751;1;1
;23752;1;1
;23753;1;1
;23754;2;1
;23755;1;1
;23756;1;1
;23757;1;1
;23758;1;1
;23759;1;1
;23760;1;2
;23761;1;1
;23762;1;1
;23763;1;1
;23764;1;1
;23765;1;1
;23766;1;1
;23767;1;1
;23768;1;2
;23769;1;2
;23770;1;1
;23771;2;2
;23772;2;2
;23773;1;2
;23774;1;2
;23775;2;2
;23776;1;2
;23777;1;1
;23778;1;1
;23779;1;1
;23780;1;1
;23781;1;1
;23782;1;1
;23783;1;1
;23784;1;1
;23785;1;1
;23786;1;2
;23787;1;1
;23788;1;1
;23789;1;2
;23790;1;1
;23791;1;1
;23792;1;1
;23793;1;1
;23794;2;1
;23795;1;1
;23796;1;2
;23797;1;1
;23798;1;2
;23799;1;2
;23800;1;1
;23801;2;1
;23802;1;1
;23803;1;1
;23804;1;1
;23805;2;2
;23806;1;1
;23807;1;1
;23808;1;1
;23809;1;1
;23810;1;1
;23811;1;1
;23812;1;1
;23813;1;1
;23814;1;2
;23815;1;2
;23816;1;2
;23817;1;1
;23818;1;2
;23819;1;1
;23820;1;2
;23821;1;1
;23822;1;2
;23823;1;1
;23824;1;1
;23825;2;1
;23826;2;2
;23827;1;2
;23828;1;1
;23829;1;2
;23830;2;2
;23831;1;2
;23832;1;2
;23833;3;2
;23834;1;2
;23835;2;1
;23836;1;1
;23837;2;2
;23838;1;1
;23839;1;1
;23840;2;1
;23841;2;1
;23842;1;2
;23843;1;2
;23844;1;2
