aes-ecb-128;Round Number; Encryption Duration; Decryption Duration
;188;1;1
;189;1;1
;190;1;1
;191;2;1
;192;1;1
;193;1;2
;194;1;1
;195;1;1
;196;1;1
;197;1;1
;198;2;1
;199;1;2
;200;1;1
;201;1;1
;202;2;2
;203;2;2
;204;1;1
;205;1;1
;206;2;1
;207;1;2
;208;1;1
;209;1;1
;210;1;1
;211;1;1
;212;1;2
;213;2;2
;214;1;2
;215;2;2
;216;1;1
;217;1;2
;218;1;1
;219;1;2
;220;1;1
;221;1;1
;222;2;1
;223;2;2
;224;1;1
;225;1;2
;226;2;2
;227;1;2
;228;1;2
;229;2;2
;230;1;1
;231;2;1
;232;1;1
;233;1;1
;234;1;1
;235;1;1
;236;1;1
;237;1;2
;238;2;1
;239;1;2
;240;2;2
;241;2;1
;242;1;2
;243;2;2
;244;2;1
;245;1;1
;246;1;1
;247;2;1
;248;2;1
;249;1;2
;250;1;1
;251;2;1
;252;1;1
;253;1;2
;254;1;1
;255;1;1
;256;1;1
;257;1;1
;258;2;1
;259;3;2
;260;2;2
;261;2;1
;262;2;2
;263;1;2
;264;1;1
;265;1;2
;266;1;2
;267;1;2
;268;2;2
;269;1;1
;270;1;2
;271;1;1
;272;1;2
;273;1;2
;274;1;2
;275;1;2
;276;2;2
;277;1;1
;278;1;2
;279;2;1
;280;1;2
;281;1;2
;282;24;2
;283;1;1
;284;1;1
;285;1;1
;286;2;2
;287;1;1
;288;2;1
;289;1;1
;290;2;2
;291;2;2
;292;2;2
;293;1;1
;294;2;2
;295;2;2
;296;1;1
;297;1;1
;298;1;1
;299;1;2
;300;1;1
;301;2;1
;302;1;1
;303;1;1
;304;1;1
;305;2;1
;306;2;2
;307;1;2
;308;1;1
;309;2;1
;310;1;2
;311;1;2
;312;1;1
;313;2;1
;314;1;2
;315;2;1
;316;1;2
;317;1;1
;318;1;2
;319;1;2
;320;1;1
;321;2;1
;322;1;1
;323;1;1
;324;1;1
;325;1;1
;326;1;1
;327;1;2
;328;1;2
;329;1;1
;330;1;1
;331;1;1
;332;2;1
;333;2;2
;334;2;1
;335;2;2
;336;2;1
;337;2;2
;338;2;2
;339;2;1
;340;1;2
;341;2;2
;342;1;2
;343;2;2
;344;1;2
;345;2;2
;346;1;1
;347;2;1
;348;1;2
;349;2;1
;350;1;2
;351;2;1
;352;1;2
;353;1;1
;354;1;2
;355;4;2
;356;1;1
;357;1;2
;358;1;2
;359;1;2
;360;1;1
;361;2;2
;362;2;1
;363;1;1
;364;2;1
;365;1;1
;366;1;1
;367;1;1
;368;1;2
;369;1;1
;370;1;2
;371;2;2
;372;2;2
;373;1;2
;374;1;2
;375;1;1
;376;1;1
;377;2;1
;378;1;1
;379;2;2
;380;1;2
;381;1;1
;382;2;1
;383;1;2
;384;2;1
;385;2;2
;386;1;1
;387;2;1
;388;1;1
;389;1;1
;390;2;1
;391;1;2
;392;1;1
;393;1;2
;394;1;2
;395;1;2
;396;1;1
;397;1;2
;398;1;1
;399;2;1
;400;1;1
;401;1;2
;402;1;1
;403;1;1
;404;1;1
;405;1;1
;406;1;1
;407;1;1
;408;1;1
;409;1;1
;410;1;1
;411;1;2
;412;2;1
;413;1;2
;414;1;2
;415;1;2
;416;1;1
;417;1;1
;418;1;1
;419;2;1
;420;2;2
;421;2;1
;422;1;2
;423;1;1
;424;2;1
;425;1;1
;426;1;1
;427;2;2
;428;2;2
;429;1;1
;430;1;1
;431;1;1
;432;1;2
;433;1;2
;434;1;1
;435;1;1
;436;2;2
;437;1;2
;438;1;1
;439;1;1
;440;1;1
;441;1;1
;442;1;1
;443;1;2
;444;1;2
;445;1;2
;446;1;2
;447;2;1
;448;1;1
;449;1;1
;450;1;2
;451;1;1
;452;2;1
;453;1;2
;454;1;2
;455;2;1
;456;1;1
;457;1;2
;458;2;1
;459;2;2
;460;1;1
;461;2;2
;462;2;2
;463;1;1
;464;1;1
;465;2;2
;466;2;1
;467;1;1
;468;1;2
;469;1;1
;470;1;1
;471;2;1
;472;1;2
;473;1;1
;474;1;2
;475;1;2
;476;1;2
;477;1;2
;478;1;2
;479;1;1
;480;1;2
;481;1;2
;482;1;1
;483;1;1
;484;1;1
;485;2;1
;486;2;1
;487;2;1
;488;1;2
;489;2;1
;490;1;1
;491;2;2
;492;1;1
;493;2;2
;494;1;2
;495;2;2
;496;1;1
;497;2;1
;498;1;1
;499;2;1
;500;1;1
;501;2;2
;502;2;2
;503;1;1
;504;1;2
;505;1;2
;506;1;1
;507;1;2
;508;1;1
;509;1;1
;510;1;1
;511;2;1
;512;2;1
;513;1;1
;514;1;1
;515;1;2
;516;1;2
;517;1;2
;518;1;2
;519;1;1
;520;2;1
;521;1;1
;522;1;1
;523;1;1
;524;1;2
;525;1;1
;526;1;2
;527;2;2
;528;2;2
;529;1;2
;530;1;1
;531;1;1
;532;1;1
;533;2;1
;534;1;2
;535;1;1
;536;1;1
;537;1;1
;538;1;1
;539;1;2
;540;2;2
;541;1;1
;542;1;1
;543;1;2
;544;2;2
;545;2;1
;546;1;1
;547;1;1
;548;1;1
;549;1;2
;550;1;1
;551;1;2
;552;1;1
;553;2;1
;554;2;2
;555;1;1
;556;2;1
;557;1;2
;558;2;2
;559;1;2
;560;1;1
;561;1;1
;562;2;1
;563;1;1
;564;1;1
;565;2;1
;566;2;2
;567;1;1
;568;1;2
;569;1;2
;570;1;2
;571;1;1
;572;1;1
;573;1;2
;574;1;1
;575;2;1
;576;1;2
;577;1;1
;578;1;1
;579;1;2
;580;1;1
;581;2;1
;582;1;1
;583;1;1
;584;1;2
;585;1;2
;586;1;1
;587;2;1
;588;2;1
;589;1;1
;590;1;2
;591;1;1
;592;2;1
;593;1;1
;594;1;2
;595;1;1
;596;2;1
;597;2;1
;598;2;2
;599;1;1
;600;1;2
;601;1;1
;602;1;1
;603;1;1
;604;1;3
;605;1;1
;606;1;2
;607;1;2
;608;1;2
;609;1;1
;610;1;2
;611;1;2
;612;2;1
;613;1;2
;614;1;2
;615;1;1
;616;1;1
;617;1;2
;618;1;2
;619;2;2
;620;1;1
;621;1;2
;622;1;2
;623;1;2
;624;1;1
;625;1;1
;626;2;2
;627;1;1
;628;1;1
;629;1;2
;630;2;1
;631;2;2
;632;2;2
;633;2;1
;634;2;2
;635;2;2
;636;2;1
;637;1;2
;638;2;2
;639;2;1
;640;1;1
;641;1;2
;642;1;1
;643;1;1
;644;1;1
;645;2;2
;646;1;1
;647;2;1
;648;1;1
;649;2;1
;650;2;2
;651;1;2
;652;1;1
;653;2;1
;654;1;1
;655;1;2
;656;2;2
;657;2;2
;658;1;2
;659;2;2
;660;1;2
;661;1;1
;662;1;1
;663;1;2
;664;1;1
;665;1;1
;666;1;1
;667;1;1
;668;1;2
;669;2;1
;670;1;1
;671;1;2
;672;1;1
;673;1;2
;674;1;1
;675;1;1
;676;1;1
;677;1;2
;678;1;1
;679;2;2
;680;1;2
;681;2;2
;682;2;2
;683;2;2
;684;2;2
;685;1;1
;686;2;1
;687;1;1
;688;1;1
;689;1;2
;690;2;1
;691;1;1
;692;1;2
;693;2;1
;694;1;2
;695;2;1
;696;1;1
;697;1;1
;698;2;2
;699;2;1
;700;1;2
;701;2;1
;702;1;1
;703;1;2
;704;1;2
;705;2;2
;706;1;2
;707;1;1
;708;1;2
;709;2;1
;710;1;2
;711;1;2
;712;1;2
;713;2;1
;714;2;2
;715;1;1
;716;1;2
;717;2;1
;718;1;2
;719;1;1
;720;2;2
;721;1;1
;722;1;1
;723;1;2
;724;1;1
;725;2;1
;726;2;1
;727;1;1
;728;1;2
;729;1;1
;730;1;2
;731;1;1
;732;1;1
;733;1;2
;734;1;1
;735;2;1
;736;1;1
;737;1;2
;738;1;2
;739;1;1
;740;1;2
;741;1;1
;742;2;1
;743;2;1
;744;2;2
;745;1;1
;746;1;1
;747;1;2
;748;1;1
;749;1;1
;750;1;1
;751;2;1
;752;1;2
;753;1;1
;754;1;1
;755;1;1
;756;1;1
;757;1;2
;758;2;2
;759;2;2
;760;1;1
;761;1;2
;762;2;1
;763;1;2
;764;1;1
;765;1;2
;766;1;1
;767;1;2
;768;1;2
;769;1;1
;770;2;2
;771;2;1
;772;1;1
;773;1;1
;774;1;2
;775;2;3
;776;1;1
;777;1;1
;778;2;1
;779;2;2
;780;1;2
;781;2;1
;782;2;1
;783;1;2
;784;1;2
;785;1;2
;786;2;2
;787;1;5
;788;2;2
;789;2;1
;790;2;1
;791;1;1
;792;1;2
;793;1;1
;794;2;1
;795;1;1
;796;1;2
;797;1;1
;798;1;1
;799;2;1
;800;1;2
;801;1;1
;802;2;1
;803;2;1
;804;2;1
;805;1;1
;806;1;1
;807;1;1
;808;1;1
;809;1;2
;810;1;1
;811;1;2
;812;1;1
;813;2;1
;814;1;1
;815;1;2
;816;1;1
;817;1;1
;818;1;2
;819;1;1
;820;1;1
;821;1;2
;822;1;1
;823;1;1
;824;1;1
;825;1;2
;826;1;1
;827;1;1
;828;1;1
;829;1;1
;830;1;1
;831;1;1
;832;1;1
;833;1;2
;834;1;1
;835;1;2
;836;1;1
;837;1;2
;838;2;1
;839;1;2
;840;1;1
;841;1;1
;842;1;1
;843;2;1
;844;1;1
;845;1;1
;846;1;1
;847;2;2
;848;2;2
;849;2;1
;850;1;1
;851;1;1
;852;1;1
;853;1;1
;854;1;1
;855;1;1
;856;1;2
;857;1;2
;858;2;2
;859;2;1
;860;2;2
;861;1;1
;862;1;1
;863;2;2
;864;1;1
;865;2;2
;866;2;2
;867;1;1
;868;1;1
;869;1;1
;870;1;3
;871;1;1
;872;1;2
;873;1;2
;874;1;1
;875;1;2
;876;1;1
;877;1;2
;878;2;1
;879;1;2
;880;1;2
;881;2;1
;882;1;2
;883;1;1
;884;2;1
;885;1;2
;886;2;2
;887;2;1
;888;1;1
;889;2;2
;890;1;1
;891;1;2
;892;1;1
;893;1;2
;894;1;1
;895;2;1
;896;1;1
;897;2;2
;898;1;2
;899;2;2
;900;1;2
;901;1;1
;902;1;1
;903;1;2
;904;1;1
;905;2;2
;906;2;1
;907;1;1
;908;1;3
;909;2;2
;910;1;1
;911;1;1
;912;1;1
;913;1;1
;914;1;1
;915;1;2
;916;1;1
;917;1;1
;918;1;1
;919;2;1
;920;1;1
;921;1;1
;922;1;2
;923;1;1
;924;1;1
;925;1;1
;926;1;1
;927;1;1
;928;1;1
;929;1;1
;930;2;1
;931;2;2
;932;1;1
;933;1;1
;934;1;1
;935;1;2
;936;1;1
;937;1;1
;938;1;1
;939;2;1
;940;1;1
;941;1;1
;942;1;2
;943;1;3
;944;1;1
;945;2;2
;946;1;1
;947;1;1
;948;1;1
;949;1;2
;950;2;2
;951;2;1
;952;2;2
;953;1;1
;954;1;1
;955;1;1
;956;1;2
;957;1;1
;958;1;1
;959;1;2
;960;1;2
;961;1;2
;962;1;1
;963;1;2
;964;2;1
;965;1;2
;966;1;2
;967;1;1
;968;1;2
;969;1;1
;970;2;2
;971;1;2
;972;1;1
;973;1;1
;974;1;2
;975;1;2
;976;1;2
;977;1;2
;978;2;2
;979;1;1
;980;1;2
;981;1;2
;982;1;1
;983;1;2
;984;1;2
;985;1;2
;986;1;2
;987;1;2
;988;2;2
;989;1;2
;990;1;2
;991;1;2
;992;2;2
;993;1;1
;994;2;2
;995;1;1
;996;1;2
;997;1;1
;998;1;1
;999;2;2
;1000;1;1
;1001;1;1
;1002;1;2
;1003;2;2
;1004;1;2
;1005;1;1
;1006;1;2
;1007;2;1
;1008;2;1
;1009;2;2
;1010;2;2
;1011;2;1
;1012;2;2
;1013;1;2
;1014;2;2
;1015;1;2
;1016;1;2
;1017;1;1
;1018;1;1
;1019;1;1
;1020;1;1
;1021;1;2
;1022;1;1
;1023;1;1
;1024;1;1
;1025;1;1
;1026;1;2
;1027;1;1
;1028;2;1
;1029;1;2
;1030;1;2
;1031;2;1
;1032;1;1
;1033;2;1
;1034;2;1
;1035;2;1
;1036;2;1
;1037;2;1
;1038;2;1
;1039;2;1
;1040;2;1
;1041;1;1
;1042;2;2
;1043;2;1
;1044;1;2
;1045;1;2
;1046;1;2
;1047;1;2
;1048;2;1
;1049;1;1
;1050;1;1
;1051;1;1
;1052;1;2
;1053;2;2
;1054;1;2
;1055;2;1
;1056;1;1
;1057;1;2
;1058;2;1
;1059;1;2
;1060;1;1
;1061;1;2
;1062;1;1
;1063;1;1
;1064;1;2
;1065;1;2
;1066;1;1
;1067;1;1
;1068;1;1
;1069;1;1
;1070;1;1
;1071;1;1
;1072;1;1
;1073;1;2
;1074;1;1
;1075;1;1
;1076;1;1
;1077;1;1
;1078;1;1
;1079;2;1
;1080;1;1
;1081;1;1
;1082;1;1
;1083;2;1
;1084;2;1
;1085;1;1
;1086;1;2
;1087;1;1
;1088;2;2
;1089;1;1
;1090;1;1
;1091;1;1
;1092;2;1
;1093;1;2
;1094;2;1
;1095;1;1
;1096;2;2
;1097;1;1
;1098;2;1
;1099;2;1
;1100;1;2
;1101;2;2
;1102;2;1
;1103;2;1
;1104;1;2
;1105;2;2
;1106;1;1
;1107;2;1
;1108;1;1
;1109;1;1
;1110;1;1
;1111;1;2
;1112;1;1
;1113;1;1
;1114;2;2
;1115;1;2
;1116;1;1
;1117;1;1
;1118;1;1
;1119;1;1
;1120;1;1
;1121;1;2
;1122;1;1
;1123;1;2
;1124;1;1
;1125;1;1
;1126;2;2
;1127;2;1
;1128;1;1
;1129;1;2
;1130;1;1
;1131;1;1
;1132;1;1
;1133;1;1
;1134;1;2
;1135;1;1
;1136;1;1
;1137;1;1
;1138;1;1
;1139;1;1
;1140;1;2
;1141;2;2
;1142;1;1
;1143;1;2
;1144;2;1
;1145;1;2
;1146;1;2
;1147;1;2
;1148;1;2
;1149;1;1
;1150;1;1
;1151;2;2
;1152;1;1
;1153;2;1
;1154;2;1
;1155;1;1
;1156;1;1
;1157;1;1
;1158;1;1
;1159;1;1
;1160;2;2
;1161;2;2
;1162;2;2
;1163;1;1
;1164;1;2
;1165;1;2
;1166;1;1
;1167;1;2
;1168;1;2
;1169;1;2
;1170;1;1
;1171;2;1
;1172;1;1
;1173;1;2
;1174;1;1
;1175;1;1
;1176;1;1
;1177;1;1
;1178;2;1
;1179;2;1
;1180;1;1
;1181;1;1
;1182;1;2
;1183;1;1
;1184;2;2
;1185;1;1
;1186;1;1
;1187;1;1
;1188;1;1
;1189;1;1
;1190;1;2
;1191;2;2
;1192;2;1
;1193;1;2
;1194;1;2
;1195;1;2
;1196;2;2
;1197;1;1
;1198;2;1
;1199;1;2
;1200;2;1
;1201;1;2
;1202;2;1
;1203;1;1
;1204;2;2
;1205;2;1
;1206;2;2
;1207;2;2
;1208;1;2
;1209;2;1
;1210;1;1
;1211;1;1
;1212;2;2
;1213;1;1
;1214;2;1
;1215;1;1
;1216;2;2
;1217;1;2
;1218;1;2
;1219;1;1
;1220;1;2
;1221;1;1
;1222;1;2
;1223;1;2
;1224;2;2
;1225;1;1
;1226;2;2
;1227;2;1
;1228;1;1
;1229;1;2
;1230;1;1
;1231;2;1
;1232;1;2
;1233;1;2
;1234;1;2
;1235;1;1
;1236;1;2
;1237;1;2
;1238;1;2
;1239;1;1
;1240;2;2
;1241;2;2
;1242;1;2
;1243;2;1
;1244;1;1
;1245;2;1
;1246;2;1
;1247;1;1
;1248;1;2
;1249;2;2
;1250;1;2
;1251;1;1
;1252;1;1
;1253;1;2
;1254;1;1
;1255;1;1
;1256;1;1
;1257;1;1
;1258;1;2
;1259;1;1
;1260;1;1
;1261;1;2
;1262;1;1
;1263;1;1
;1264;1;1
;1265;1;1
;1266;1;1
;1267;1;1
;1268;1;1
;1269;1;1
;1270;1;1
;1271;1;1
;1272;1;1
;1273;1;1
;1274;1;1
;1275;1;1
;1276;1;1
;1277;1;2
;1278;1;1
;1279;1;1
;1280;1;1
;1281;1;1
;1282;1;1
;1283;1;1
;1284;1;1
;1285;1;1
;1286;1;1
;1287;1;1
;1288;1;1
;1289;1;1
;1290;1;1
;1291;1;1
;1292;1;2
;1293;2;2
;1294;1;1
;1295;1;1
;1296;1;1
;1297;1;1
;1298;1;1
;1299;1;1
;1300;2;1
;1301;1;1
;1302;2;1
;1303;2;2
;1304;1;2
;1305;1;1
;1306;1;1
;1307;1;1
;1308;1;1
;1309;1;2
;1310;1;2
;1311;1;1
;1312;1;1
;1313;1;3
;1314;2;2
;1315;1;1
;1316;1;1
;1317;1;1
;1318;1;1
;1319;1;1
;1320;2;1
;1321;2;1
;1322;1;2
;1323;1;1
;1324;1;2
;1325;1;1
;1326;1;1
;1327;1;2
;1328;1;2
;1329;1;1
;1330;1;2
;1331;1;1
;1332;1;1
;1333;1;2
;1334;1;2
;1335;1;2
;1336;1;2
;1337;1;1
;1338;1;2
;1339;1;1
;1340;1;2
;1341;1;1
;1342;2;1
;1343;3;2
;1344;1;1
;1345;2;1
;1346;1;2
;1347;1;1
;1348;1;2
;1349;2;1
;1350;2;1
;1351;1;2
;1352;1;1
;1353;1;1
;1354;1;2
;1355;1;2
;1356;1;2
;1357;1;1
;1358;1;1
;1359;1;1
;1360;1;1
;1361;1;2
;1362;1;1
;1363;2;2
;1364;2;2
;1365;1;2
;1366;1;1
;1367;1;1
;1368;1;2
;1369;1;2
;1370;1;2
;1371;2;2
;1372;2;1
;1373;2;1
;1374;1;1
;1375;2;1
;1376;1;2
;1377;2;1
;1378;1;1
;1379;2;1
;1380;1;2
;1381;1;1
;1382;1;1
;1383;2;2
;1384;1;1
;1385;1;1
;1386;1;2
;1387;1;1
;1388;2;1
;1389;1;2
;1390;1;1
;1391;1;1
;1392;1;1
;1393;1;2
;1394;2;1
;1395;2;1
;1396;1;2
;1397;1;1
;1398;1;1
;1399;1;2
;1400;1;2
;1401;1;1
;1402;1;1
;1403;1;1
;1404;2;2
;1405;1;1
;1406;1;1
;1407;1;1
;1408;1;1
;1409;1;2
;1410;2;1
;1411;1;1
;1412;1;2
;1413;1;2
;1414;2;2
;1415;2;2
;1416;2;1
;1417;1;1
;1418;1;1
;1419;2;2
;1420;1;1
;1421;1;1
;1422;2;1
;1423;2;2
;1424;1;1
;1425;2;2
;1426;1;2
;1427;1;1
;1428;1;1
;1429;1;1
;1430;1;1
;1431;1;1
;1432;1;1
;1433;1;1
;1434;1;1
;1435;1;1
;1436;1;1
;1437;1;1
;1438;1;1
;1439;1;1
;1440;1;1
;1441;1;1
;1442;1;1
;1443;1;1
;1444;1;1
;1445;1;2
;1446;1;1
;1447;1;1
;1448;3;1
;1449;1;1
;1450;1;2
;1451;1;2
;1452;1;2
;1453;1;2
;1454;1;1
;1455;1;2
;1456;1;1
;1457;1;1
;1458;2;2
;1459;2;1
;1460;1;1
;1461;2;2
;1462;1;1
;1463;1;2
;1464;1;1
;1465;1;2
;1466;2;1
;1467;1;2
;1468;1;1
;1469;1;2
;1470;2;2
;1471;1;2
;1472;1;1
;1473;1;2
;1474;2;1
;1475;1;1
;1476;1;2
;1477;2;1
;1478;2;1
;1479;1;1
;1480;1;1
;1481;1;1
;1482;1;2
;1483;1;1
;1484;1;2
;1485;2;2
;1486;2;1
;1487;1;1
;1488;2;2
;1489;1;1
;1490;1;1
;1491;1;2
;1492;1;1
;1493;1;1
;1494;1;1
;1495;1;3
;1496;1;2
;1497;1;1
;1498;1;2
;1499;2;1
;1500;1;1
;1501;1;2
;1502;1;2
;1503;1;2
;1504;1;1
;1505;1;1
;1506;1;2
;1507;1;2
;1508;2;1
;1509;1;2
;1510;1;1
;1511;1;1
;1512;1;2
;1513;1;1
;1514;1;2
;1515;1;1
;1516;1;1
;1517;1;2
;1518;2;2
;1519;2;1
;1520;1;2
;1521;1;1
;1522;1;1
;1523;1;1
;1524;1;2
;1525;1;2
;1526;1;1
;1527;1;1
;1528;1;1
;1529;1;1
;1530;2;1
;1531;1;1
;1532;4;3
;1533;2;1
;1534;1;2
;1535;1;1
;1536;1;2
;1537;1;1
;1538;2;2
;1539;1;2
;1540;1;1
;1541;1;2
;1542;1;2
;1543;1;1
;1544;2;2
;1545;1;2
;1546;3;2
;1547;1;1
;1548;1;1
;1549;1;2
;1550;1;1
;1551;1;2
;1552;1;2
;1553;1;1
;1554;1;1
;1555;1;1
;1556;1;1
;1557;1;1
;1558;1;1
;1559;1;1
;1560;1;1
;1561;1;1
;1562;1;1
;1563;1;1
;1564;1;1
;1565;1;1
;1566;1;1
;1567;1;1
;1568;1;1
;1569;1;1
;1570;2;1
;1571;1;1
;1572;1;1
;1573;2;1
;1574;1;1
;1575;1;1
;1576;1;2
;1577;1;2
;1578;2;1
;1579;1;2
;1580;1;1
;1581;1;1
;1582;1;1
;1583;1;2
;1584;1;1
;1585;2;1
;1586;1;1
;1587;2;1
;1588;1;2
;1589;1;2
;1590;1;2
;1591;1;1
;1592;1;1
;1593;2;1
;1594;1;1
;1595;1;1
;1596;1;1
;1597;1;1
;1598;1;2
;1599;1;2
;1600;1;2
;1601;1;1
;1602;2;2
;1603;1;2
;1604;1;1
;1605;1;1
;1606;1;2
;1607;1;1
;1608;1;1
;1609;1;1
;1610;1;1
;1611;1;1
;1612;1;2
;1613;2;1
;1614;1;1
;1615;1;1
;1616;1;2
;1617;1;1
;1618;1;1
;1619;1;2
;1620;1;1
;1621;1;1
;1622;1;1
;1623;1;1
;1624;1;1
;1625;1;1
;1626;1;1
;1627;1;2
;1628;1;1
;1629;1;1
;1630;1;1
;1631;1;1
;1632;1;1
;1633;1;3
;1634;1;2
;1635;2;2
;1636;1;1
;1637;2;1
;1638;2;2
;1639;1;1
;1640;1;1
;1641;1;1
;1642;1;1
;1643;1;1
;1644;1;1
;1645;1;2
;1646;1;1
;1647;1;1
;1648;1;1
;1649;1;1
;1650;1;2
;1651;1;1
;1652;1;2
;1653;2;1
;1654;1;1
;1655;1;2
;1656;1;1
;1657;2;2
;1658;1;2
;1659;1;1
;1660;2;2
;1661;1;1
;1662;1;2
;1663;1;2
;1664;1;1
;1665;1;1
;1666;1;1
;1667;1;1
;1668;1;1
;1669;1;2
;1670;1;1
;1671;1;2
;1672;1;2
;1673;1;1
;1674;2;2
;1675;1;1
;1676;1;2
;1677;1;2
;1678;2;1
;1679;1;1
;1680;1;2
;1681;1;1
;1682;1;1
;1683;1;1
;1684;1;2
;1685;1;2
;1686;1;1
;1687;1;2
;1688;1;1
;1689;1;1
;1690;1;1
;1691;1;1
;1692;1;2
;1693;2;1
;1694;2;2
;1695;1;2
;1696;1;1
;1697;1;2
;1698;2;2
;1699;2;1
;1700;1;1
;1701;1;1
;1702;1;1
;1703;1;1
;1704;1;1
;1705;1;1
;1706;1;1
;1707;1;1
;1708;1;2
;1709;1;2
;1710;1;1
;1711;1;1
;1712;1;1
;1713;1;1
;1714;1;2
;1715;1;1
;1716;1;1
;1717;1;2
;1718;2;1
;1719;1;1
;1720;1;1
;1721;2;1
;1722;1;1
;1723;2;1
;1724;1;1
;1725;1;1
;1726;1;1
;1727;1;1
;1728;1;1
;1729;2;2
;1730;1;1
;1731;1;1
;1732;1;2
;1733;2;1
;1734;1;1
;1735;2;1
;1736;1;2
;1737;1;2
;1738;1;1
;1739;1;2
;1740;1;1
;1741;1;1
;1742;1;1
;1743;2;1
;1744;1;1
;1745;2;2
;1746;2;1
;1747;2;1
;1748;1;1
;1749;1;1
;1750;1;1
;1751;1;1
;1752;1;1
;1753;1;1
;1754;1;1
;1755;1;1
;1756;1;1
;1757;1;1
;1758;1;1
;1759;1;1
;1760;1;1
;1761;1;2
;1762;1;1
;1763;1;1
;1764;1;2
;1765;2;2
;1766;2;2
;1767;1;2
;1768;2;1
;1769;2;2
;1770;1;1
;1771;1;1
;1772;1;1
;1773;2;2
;1774;1;1
;1775;1;1
;1776;1;2
;1777;1;1
;1778;1;2
;1779;1;1
;1780;2;1
;1781;2;1
;1782;1;2
;1783;2;1
;1784;1;1
;1785;1;2
;1786;1;1
;1787;1;1
;1788;1;2
;1789;1;2
;1790;1;1
;1791;1;1
;1792;1;1
;1793;2;2
;1794;2;2
;1795;2;2
;1796;2;1
;1797;1;1
;1798;1;2
;1799;1;1
;1800;2;1
;1801;1;2
;1802;1;1
;1803;1;1
;1804;1;1
;1805;1;1
;1806;1;1
;1807;1;1
;1808;1;1
;1809;1;1
;1810;1;1
;1811;1;1
;1812;1;1
;1813;1;1
;1814;1;1
;1815;1;2
;1816;1;1
;1817;1;1
;1818;1;2
;1819;1;2
;1820;1;1
;1821;1;1
;1822;1;1
;1823;1;1
;1824;2;1
;1825;1;1
;1826;1;1
;1827;1;1
;1828;1;1
;1829;1;1
;1830;1;1
;1831;2;2
;1832;1;2
;1833;2;2
;1834;2;1
;1835;2;2
;1836;1;2
;1837;2;1
;1838;2;2
;1839;1;1
;1840;1;1
;1841;1;1
;1842;1;1
;1843;2;1
;1844;1;1
;1845;1;1
;1846;1;1
;1847;1;1
;1848;2;2
;1849;2;2
;1850;1;1
;1851;1;1
;1852;1;1
;1853;1;1
;1854;1;1
;1855;1;1
;1856;2;1
;1857;1;1
;1858;1;2
;1859;1;2
;1860;1;1
;1861;2;1
;1862;1;2
;1863;1;1
;1864;2;1
;1865;1;2
;1866;1;2
;1867;1;1
